blank,datetime,temperature,precipitationform,precipitationprob,humidity,windspeed,winddirection,cloud,precipitation,year,month,day,hour,pressure
1643.0,2018-05-08 12:00:00,24.0,0.0,10.0,55.0,0.9,21.0,2.0,0.0,2018.0,5.0,8.0,12.0,1004.1
1644.0,2018-05-08 13:00:00,24.666666666666668,0.0,13.333333333333334,53.333333333333336,1.1666666666666667,130.66666666666669,2.333333333333333,0.0,2018.0,5.0,8.0,13.0,1003.4
1645.0,2018-05-08 14:00:00,25.33333333333333,0.0,16.666666666666668,51.66666666666666,1.4333333333333331,240.33333333333331,2.6666666666666665,0.0,2018.0,5.0,8.0,14.0,1002.8
1646.0,2018-05-08 15:00:00,26.0,0.0,20.0,50.0,1.7,350.0,3.0,0.0,2018.0,5.0,8.0,15.0,1002.7
1647.0,2018-05-08 16:00:00,25.0,0.0,20.0,53.333333333333336,1.5666666666666669,243.0,3.0,0.0,2018.0,5.0,8.0,16.0,1002.9
1648.0,2018-05-08 17:00:00,24.0,0.0,20.0,56.66666666666666,1.4333333333333331,136.0,3.0,0.0,2018.0,5.0,8.0,17.0,1003.0
1649.0,2018-05-08 18:00:00,23.0,0.0,20.0,60.0,1.3,29.0,3.0,0.0,2018.0,5.0,8.0,18.0,1003.2
1650.0,2018-05-08 19:00:00,21.0,0.0,16.666666666666668,66.66666666666667,1.0333333333333334,26.666666666666668,2.6666666666666665,0.0,2018.0,5.0,8.0,19.0,1004.6
1651.0,2018-05-08 20:00:00,19.0,0.0,13.333333333333332,73.33333333333333,0.7666666666666667,24.33333333333333,2.333333333333333,0.0,2018.0,5.0,8.0,20.0,1005.7
1652.0,2018-05-08 21:00:00,17.0,0.0,10.0,80.0,0.5,22.0,2.0,0.0,2018.0,5.0,8.0,21.0,1006.7
1653.0,2018-05-08 22:00:00,15.333333333333334,0.0,10.0,83.33333333333333,0.5,117.0,2.0,0.0,2018.0,5.0,8.0,22.0,1007.6
1654.0,2018-05-08 23:00:00,13.666666666666666,0.0,10.0,86.66666666666667,0.5,212.0,2.0,0.0,2018.0,5.0,8.0,23.0,1008.3
1655.0,2018-05-09 00:00:00,12.0,0.0,10.0,90.0,0.5,307.0,2.0,0.0,2018.0,5.0,9.0,0.0,1008.9
1656.0,2018-05-09 01:00:00,11.666666666666666,0.0,10.0,90.0,0.5333333333333333,207.66666666666669,2.0,0.0,2018.0,5.0,9.0,1.0,1009.1
1657.0,2018-05-09 02:00:00,11.333333333333334,0.0,10.0,90.0,0.5666666666666667,108.33333333333334,2.0,0.0,2018.0,5.0,9.0,2.0,1008.9
1658.0,2018-05-09 03:00:00,11.0,0.0,10.0,90.0,0.6,9.0,2.0,0.0,2018.0,5.0,9.0,3.0,1009.1
1659.0,2018-05-09 04:00:00,10.666666666666666,0.0,10.0,88.33333333333333,0.6333333333333333,27.0,2.0,0.0,2018.0,5.0,9.0,4.0,1009.5
1660.0,2018-05-09 05:00:00,10.333333333333334,0.0,10.0,86.66666666666667,0.6666666666666666,45.0,2.0,0.0,2018.0,5.0,9.0,5.0,1010.3
1661.0,2018-05-09 06:00:00,10.0,0.0,10.0,85.0,0.7,63.0,2.0,0.0,2018.0,5.0,9.0,6.0,1011.1
1662.0,2018-05-09 07:00:00,11.666666666666666,0.0,6.666666666666666,83.33333333333333,0.6,57.0,1.6666666666666667,0.0,2018.0,5.0,9.0,7.0,1011.7
1663.0,2018-05-09 08:00:00,13.333333333333334,0.0,3.333333333333333,81.66666666666667,0.5,51.0,1.3333333333333337,0.0,2018.0,5.0,9.0,8.0,1012.4
1664.0,2018-05-09 09:00:00,15.0,0.0,0.0,80.0,0.4,45.0,1.0,0.0,2018.0,5.0,9.0,9.0,1012.7
1665.0,2018-05-09 10:00:00,17.333333333333332,0.0,3.333333333333333,73.33333333333333,0.6,123.66666666666669,1.3333333333333333,0.0,2018.0,5.0,9.0,10.0,1012.8
1666.0,2018-05-09 11:00:00,19.666666666666668,0.0,6.666666666666667,66.66666666666667,0.8,202.33333333333331,1.6666666666666663,0.0,2018.0,5.0,9.0,11.0,1012.7
1667.0,2018-05-09 12:00:00,22.0,0.0,10.0,60.0,1.0,281.0,2.0,0.0,2018.0,5.0,9.0,12.0,1012.5
1668.0,2018-05-09 13:00:00,22.33333333333333,0.0,10.0,56.66666666666666,1.5666666666666669,269.3333333333333,2.0,0.0,2018.0,5.0,9.0,13.0,1012.0
1669.0,2018-05-09 14:00:00,22.666666666666668,0.0,10.0,53.333333333333336,2.1333333333333337,257.6666666666667,2.0,0.0,2018.0,5.0,9.0,14.0,1011.8
1670.0,2018-05-09 15:00:00,23.0,0.0,10.0,50.0,2.7,246.0,2.0,0.0,2018.0,5.0,9.0,15.0,1011.5
1671.0,2018-05-09 16:00:00,22.0,0.0,10.0,55.0,2.9333333333333336,249.33333333333331,2.0,0.0,2018.0,5.0,9.0,16.0,1011.3
1672.0,2018-05-09 17:00:00,21.0,0.0,10.0,60.0,3.1666666666666665,252.66666666666663,2.0,0.0,2018.0,5.0,9.0,17.0,1011.3
1673.0,2018-05-09 18:00:00,20.0,0.0,10.0,65.0,3.4,256.0,2.0,0.0,2018.0,5.0,9.0,18.0,1011.2
1674.0,2018-05-09 19:00:00,18.33333333333333,0.0,6.666666666666666,73.33333333333333,3.2666666666666666,232.66666666666663,1.6666666666666667,0.0,2018.0,5.0,9.0,19.0,1012.0
1675.0,2018-05-09 20:00:00,16.666666666666668,0.0,3.333333333333333,81.66666666666667,3.1333333333333333,209.33333333333331,1.3333333333333337,0.0,2018.0,5.0,9.0,20.0,1013.2
1676.0,2018-05-09 21:00:00,15.0,0.0,0.0,90.0,3.0,186.0,1.0,0.0,2018.0,5.0,9.0,21.0,1014.2
1677.0,2018-05-09 22:00:00,14.333333333333334,0.0,0.0,91.66666666666669,2.466666666666667,172.0,1.0,0.0,2018.0,5.0,9.0,22.0,1015.1
1678.0,2018-05-09 23:00:00,13.666666666666666,0.0,0.0,93.33333333333331,1.9333333333333331,158.0,1.0,0.0,2018.0,5.0,9.0,23.0,1015.5
1679.0,2018-05-10 00:00:00,13.0,0.0,0.0,95.0,1.4,144.0,1.0,0.0,2018.0,5.0,10.0,0.0,1015.4
1680.0,2018-05-10 01:00:00,12.666666666666666,0.0,0.0,93.33333333333331,1.3,156.0,1.0,0.0,2018.0,5.0,10.0,1.0,1015.3
1681.0,2018-05-10 02:00:00,12.333333333333334,0.0,0.0,91.66666666666669,1.2,168.0,1.0,0.0,2018.0,5.0,10.0,2.0,1015.6
1682.0,2018-05-10 03:00:00,12.0,0.0,0.0,90.0,1.1,180.0,1.0,0.0,2018.0,5.0,10.0,3.0,1015.4
1683.0,2018-05-10 04:00:00,11.666666666666666,0.0,0.0,90.0,1.0666666666666669,188.0,1.0,0.0,2018.0,5.0,10.0,4.0,1015.4
1684.0,2018-05-10 05:00:00,11.333333333333334,0.0,0.0,90.0,1.0333333333333334,196.0,1.0,0.0,2018.0,5.0,10.0,5.0,1015.5
1685.0,2018-05-10 06:00:00,11.0,0.0,0.0,90.0,1.0,204.0,1.0,0.0,2018.0,5.0,10.0,6.0,1016.0
1686.0,2018-05-10 07:00:00,12.333333333333334,0.0,0.0,88.33333333333333,0.8666666666666667,226.0,1.0,0.0,2018.0,5.0,10.0,7.0,1016.4
1687.0,2018-05-10 08:00:00,13.666666666666666,0.0,0.0,86.66666666666667,0.7333333333333334,248.0,1.0,0.0,2018.0,5.0,10.0,8.0,1016.7
1688.0,2018-05-10 09:00:00,15.0,0.0,0.0,85.0,0.6,270.0,1.0,0.0,2018.0,5.0,10.0,9.0,1016.6
1689.0,2018-05-10 10:00:00,17.333333333333332,0.0,0.0,76.66666666666667,0.9333333333333332,292.6666666666667,1.0,0.0,2018.0,5.0,10.0,10.0,1016.6
1690.0,2018-05-10 11:00:00,19.666666666666668,0.0,0.0,68.33333333333333,1.2666666666666666,315.3333333333333,1.0,0.0,2018.0,5.0,10.0,11.0,1016.0
1691.0,2018-05-10 12:00:00,22.0,0.0,0.0,60.0,1.6,338.0,1.0,0.0,2018.0,5.0,10.0,12.0,1015.4
1692.0,2018-05-10 13:00:00,23.0,0.0,3.333333333333333,56.66666666666666,1.5333333333333334,326.6666666666667,1.3333333333333333,0.0,2018.0,5.0,10.0,13.0,1014.5
1693.0,2018-05-10 14:00:00,24.0,0.0,6.666666666666667,53.333333333333336,1.4666666666666666,315.3333333333333,1.6666666666666663,0.0,2018.0,5.0,10.0,14.0,1013.6
1694.0,2018-05-10 15:00:00,25.0,0.0,10.0,50.0,1.4,304.0,2.0,0.0,2018.0,5.0,10.0,15.0,1012.7
1695.0,2018-05-10 16:00:00,23.666666666666668,0.0,10.0,56.66666666666666,2.033333333333333,295.0,2.0,0.0,2018.0,5.0,10.0,16.0,1012.1
1696.0,2018-05-10 17:00:00,22.33333333333333,0.0,10.0,63.333333333333336,2.6666666666666665,286.0,2.0,0.0,2018.0,5.0,10.0,17.0,1012.0
1697.0,2018-05-10 18:00:00,21.0,0.0,10.0,70.0,3.3,277.0,2.0,0.0,2018.0,5.0,10.0,18.0,1011.9
1698.0,2018-05-10 19:00:00,19.0,0.0,10.0,75.0,2.9666666666666663,274.6666666666667,2.0,0.0,2018.0,5.0,10.0,19.0,1012.6
1699.0,2018-05-10 20:00:00,17.0,0.0,10.0,80.0,2.6333333333333333,272.3333333333333,2.0,0.0,2018.0,5.0,10.0,20.0,1012.9
1700.0,2018-05-10 21:00:00,15.0,0.0,10.0,85.0,2.3,270.0,2.0,0.0,2018.0,5.0,10.0,21.0,1013.7
1701.0,2018-05-10 22:00:00,13.666666666666666,0.0,6.666666666666666,86.66666666666667,1.8666666666666665,278.0,1.6666666666666667,0.0,2018.0,5.0,10.0,22.0,1014.0
1702.0,2018-05-10 23:00:00,12.333333333333334,0.0,3.333333333333333,88.33333333333333,1.4333333333333331,286.0,1.3333333333333337,0.0,2018.0,5.0,10.0,23.0,1013.8
1703.0,2018-05-11 00:00:00,11.0,0.0,0.0,90.0,1.0,294.0,1.0,0.0,2018.0,5.0,11.0,0.0,1013.4
1704.0,2018-05-11 01:00:00,10.333333333333334,0.0,3.333333333333333,90.0,0.8666666666666667,313.0,1.3333333333333333,0.0,2018.0,5.0,11.0,1.0,1013.1
1705.0,2018-05-11 02:00:00,9.666666666666666,0.0,6.666666666666667,90.0,0.7333333333333334,332.0,1.6666666666666663,0.0,2018.0,5.0,11.0,2.0,1013.2
1706.0,2018-05-11 03:00:00,9.0,0.0,10.0,90.0,0.6,351.0,2.0,0.0,2018.0,5.0,11.0,3.0,1012.7
1707.0,2018-05-11 04:00:00,8.666666666666666,0.0,10.0,88.33333333333333,0.5333333333333333,255.0,2.0,0.0,2018.0,5.0,11.0,4.0,1012.5
1708.0,2018-05-11 05:00:00,8.333333333333334,0.0,10.0,86.66666666666667,0.4666666666666667,159.0,2.0,0.0,2018.0,5.0,11.0,5.0,1012.6
1709.0,2018-05-11 06:00:00,8.0,0.0,10.0,85.0,0.4,63.0,2.0,0.0,2018.0,5.0,11.0,6.0,1012.2
1710.0,2018-05-11 07:00:00,10.666666666666666,0.0,10.0,80.0,0.4,72.0,2.0,0.0,2018.0,5.0,11.0,7.0,1012.2
1711.0,2018-05-11 08:00:00,13.333333333333332,0.0,10.0,75.0,0.4,81.0,2.0,0.0,2018.0,5.0,11.0,8.0,1012.5
1712.0,2018-05-11 09:00:00,16.0,0.0,10.0,70.0,0.4,90.0,2.0,0.0,2018.0,5.0,11.0,9.0,1012.0
1713.0,2018-05-11 10:00:00,18.666666666666668,0.0,10.0,60.0,0.5666666666666667,122.0,2.0,0.0,2018.0,5.0,11.0,10.0,1011.5
1714.0,2018-05-11 11:00:00,21.33333333333333,0.0,10.0,50.0,0.7333333333333334,154.0,2.0,0.0,2018.0,5.0,11.0,11.0,1011.3
1715.0,2018-05-11 12:00:00,24.0,0.0,10.0,40.0,0.9,186.0,2.0,0.0,2018.0,5.0,11.0,12.0,1010.4
1716.0,2018-05-11 13:00:00,24.666666666666668,0.0,10.0,40.0,1.5333333333333332,181.33333333333331,2.0,0.0,2018.0,5.0,11.0,13.0,1009.8
1717.0,2018-05-11 14:00:00,25.33333333333333,0.0,10.0,40.0,2.1666666666666665,176.66666666666666,2.0,0.0,2018.0,5.0,11.0,14.0,1009.0
1718.0,2018-05-11 15:00:00,26.0,0.0,10.0,40.0,2.8,172.0,2.0,0.0,2018.0,5.0,11.0,15.0,1008.4
1719.0,2018-05-11 16:00:00,24.666666666666668,0.0,13.333333333333334,43.333333333333336,2.9,173.33333333333334,2.333333333333333,0.0,2018.0,5.0,11.0,16.0,1008.1
1720.0,2018-05-11 17:00:00,23.33333333333333,0.0,16.666666666666668,46.66666666666666,3.0,174.66666666666666,2.6666666666666665,0.0,2018.0,5.0,11.0,17.0,1007.9
1721.0,2018-05-11 18:00:00,22.0,0.0,20.0,50.0,3.1,176.0,3.0,0.0,2018.0,5.0,11.0,18.0,1007.6
1722.0,2018-05-11 19:00:00,20.0,0.0,20.0,58.333333333333336,2.666666666666667,172.0,3.0,0.0,2018.0,5.0,11.0,19.0,1007.6
1723.0,2018-05-11 20:00:00,18.0,0.0,20.0,66.66666666666667,2.2333333333333334,168.0,3.0,0.0,2018.0,5.0,11.0,20.0,1007.9
1724.0,2018-05-11 21:00:00,16.0,0.0,20.0,75.0,1.8,164.0,3.0,0.0,2018.0,5.0,11.0,21.0,1008.5
1725.0,2018-05-11 22:00:00,15.666666666666666,0.0,23.33333333333333,80.0,1.8,153.66666666666666,3.333333333333333,0.0,2018.0,5.0,11.0,22.0,1008.5
1726.0,2018-05-11 23:00:00,15.333333333333334,0.0,26.666666666666668,85.0,1.8,143.33333333333334,3.6666666666666665,0.0,2018.0,5.0,11.0,23.0,1008.5
1727.0,2018-05-12 00:00:00,15.0,0.0,30.0,90.0,1.8,133.0,4.0,0.0,2018.0,5.0,12.0,0.0,1007.9
1728.0,2018-05-12 01:00:00,15.333333333333334,0.0,30.0,90.0,1.6333333333333333,131.66666666666666,4.0,0.0,2018.0,5.0,12.0,1.0,1007.2
1729.0,2018-05-12 02:00:00,15.666666666666666,0.0,30.0,90.0,1.4666666666666668,130.33333333333334,4.0,0.0,2018.0,5.0,12.0,2.0,1006.3
1730.0,2018-05-12 03:00:00,16.0,0.0,30.0,90.0,1.3,129.0,4.0,0.0,2018.0,5.0,12.0,3.0,1005.3
1731.0,2018-05-12 04:00:00,16.0,0.0,30.0,90.0,1.4,131.0,4.0,0.0,2018.0,5.0,12.0,4.0,1004.9
1732.0,2018-05-12 05:00:00,16.0,0.0,30.0,90.0,1.5,133.0,4.0,0.0,2018.0,5.0,12.0,5.0,1004.7
1733.0,2018-05-12 06:00:00,16.0,0.0,30.0,90.0,1.6,135.0,4.0,0.0,2018.0,5.0,12.0,6.0,1004.3
1734.0,2018-05-12 07:00:00,17.333333333333332,0.3333333333333333,40.0,90.0,1.8,142.66666666666666,4.0,0.8333333333333334,2018.0,5.0,12.0,7.0,1004.3
1735.0,2018-05-12 08:00:00,18.666666666666668,0.6666666666666666,50.0,90.0,2.0,150.33333333333334,4.0,1.6666666666666667,2018.0,5.0,12.0,8.0,1004.3
1736.0,2018-05-12 09:00:00,20.0,1.0,60.0,90.0,2.2,158.0,4.0,2.5,2018.0,5.0,12.0,9.0,1004.5
1737.0,2018-05-12 10:00:00,20.0,1.0,60.0,88.33333333333333,2.2,162.0,4.0,3.333333333333333,2018.0,5.0,12.0,10.0,1004.4
1738.0,2018-05-12 11:00:00,20.0,1.0,60.0,86.66666666666667,2.2,166.0,4.0,4.166666666666667,2018.0,5.0,12.0,11.0,1004.4
1739.0,2018-05-12 12:00:00,20.0,1.0,60.0,85.0,2.2,170.0,4.0,5.0,2018.0,5.0,12.0,12.0,1004.1
1740.0,2018-05-12 13:00:00,20.33333333333333,1.0,60.0,81.66666666666667,2.4,171.33333333333334,4.0,5.0,2018.0,5.0,12.0,13.0,1003.7
1741.0,2018-05-12 14:00:00,20.666666666666668,1.0,60.0,78.33333333333333,2.6,172.66666666666666,4.0,5.0,2018.0,5.0,12.0,14.0,1003.4
1742.0,2018-05-12 15:00:00,21.0,1.0,60.0,75.0,2.8,174.0,4.0,5.0,2018.0,5.0,12.0,15.0,1003.0
1743.0,2018-05-12 16:00:00,20.33333333333333,1.0,60.0,78.33333333333333,2.7666666666666666,170.33333333333334,4.0,5.0,2018.0,5.0,12.0,16.0,1002.1
1744.0,2018-05-12 17:00:00,19.666666666666668,1.0,60.0,81.66666666666667,2.7333333333333334,166.66666666666666,4.0,5.0,2018.0,5.0,12.0,17.0,1001.7
1745.0,2018-05-12 18:00:00,19.0,1.0,60.0,85.0,2.7,163.0,4.0,5.0,2018.0,5.0,12.0,18.0,1001.2
1746.0,2018-05-12 19:00:00,18.33333333333333,1.0,63.333333333333336,86.66666666666667,2.6333333333333333,154.66666666666666,4.0,5.833333333333333,2018.0,5.0,12.0,19.0,1000.7
1747.0,2018-05-12 20:00:00,17.666666666666668,1.0,66.66666666666667,88.33333333333333,2.566666666666667,146.33333333333334,4.0,6.666666666666667,2018.0,5.0,12.0,20.0,1000.5
1748.0,2018-05-12 21:00:00,17.0,1.0,70.0,90.0,2.5,138.0,4.0,7.5,2018.0,5.0,12.0,21.0,1000.6
1749.0,2018-05-12 22:00:00,17.0,1.0,73.33333333333333,91.66666666666669,2.2666666666666666,152.0,4.0,8.333333333333334,2018.0,5.0,12.0,22.0,1000.6
1750.0,2018-05-12 23:00:00,17.0,1.0,76.66666666666667,93.33333333333331,2.033333333333333,166.0,4.0,9.166666666666668,2018.0,5.0,12.0,23.0,1000.4
1751.0,2018-05-13 00:00:00,17.0,1.0,80.0,95.0,1.8,180.0,4.0,10.0,2018.0,5.0,13.0,0.0,999.8
1752.0,2018-05-13 01:00:00,17.0,1.0,76.66666666666667,95.0,1.5666666666666669,198.66666666666663,4.0,11.666666666666666,2018.0,5.0,13.0,1.0,999.4
1753.0,2018-05-13 02:00:00,17.0,1.0,73.33333333333333,95.0,1.3333333333333337,217.33333333333331,4.0,13.333333333333334,2018.0,5.0,13.0,2.0,999.1
1754.0,2018-05-13 03:00:00,17.0,1.0,70.0,95.0,1.1,236.0,4.0,15.0,2018.0,5.0,13.0,3.0,999.1
1755.0,2018-05-13 04:00:00,17.0,1.0,70.0,95.0,1.1666666666666667,232.33333333333331,4.0,16.666666666666668,2018.0,5.0,13.0,4.0,998.7
1756.0,2018-05-13 05:00:00,17.0,1.0,70.0,95.0,1.2333333333333334,228.66666666666663,4.0,18.333333333333336,2018.0,5.0,13.0,5.0,998.7
1757.0,2018-05-13 06:00:00,17.0,1.0,70.0,95.0,1.3,225.0,4.0,20.0,2018.0,5.0,13.0,6.0,999.0
1758.0,2018-05-13 07:00:00,17.333333333333332,0.6666666666666667,56.66666666666666,95.0,1.3,240.0,4.0,16.666666666666668,2018.0,5.0,13.0,7.0,999.1
1759.0,2018-05-13 08:00:00,17.666666666666668,0.3333333333333333,43.33333333333333,95.0,1.3,255.0,4.0,13.333333333333332,2018.0,5.0,13.0,8.0,999.9
1760.0,2018-05-13 09:00:00,18.0,0.0,30.0,95.0,1.3,270.0,4.0,10.0,2018.0,5.0,13.0,9.0,1000.1
1761.0,2018-05-13 10:00:00,19.666666666666668,0.0,26.666666666666668,88.33333333333333,1.5,278.3333333333333,3.6666666666666665,6.666666666666666,2018.0,5.0,13.0,10.0,1000.2
1762.0,2018-05-13 11:00:00,21.33333333333333,0.0,23.33333333333333,81.66666666666667,1.7,286.6666666666667,3.333333333333333,3.333333333333332,2018.0,5.0,13.0,11.0,1000.6
1763.0,2018-05-13 12:00:00,23.0,0.0,20.0,75.0,1.9,295.0,3.0,0.0,2018.0,5.0,13.0,12.0,1000.7
1764.0,2018-05-13 13:00:00,24.0,0.0,20.0,70.0,2.1333333333333333,299.6666666666667,3.0,0.0,2018.0,5.0,13.0,13.0,1000.4
1765.0,2018-05-13 14:00:00,25.0,0.0,20.0,65.0,2.3666666666666667,304.3333333333333,3.0,0.0,2018.0,5.0,13.0,14.0,1000.0
1766.0,2018-05-13 15:00:00,26.0,0.0,20.0,60.0,2.6,309.0,3.0,0.0,2018.0,5.0,13.0,15.0,999.9
1767.0,2018-05-13 16:00:00,25.666666666666668,0.0,16.666666666666668,61.66666666666666,2.6666666666666665,311.0,2.6666666666666665,0.0,2018.0,5.0,13.0,16.0,1000.0
1768.0,2018-05-13 17:00:00,25.33333333333333,0.0,13.333333333333332,63.333333333333336,2.7333333333333334,313.0,2.333333333333333,0.0,2018.0,5.0,13.0,17.0,1000.2
1769.0,2018-05-13 18:00:00,25.0,0.0,10.0,65.0,2.8,315.0,2.0,0.0,2018.0,5.0,13.0,18.0,1000.2
1770.0,2018-05-13 19:00:00,22.33333333333333,0.0,10.0,70.0,2.6,308.0,2.0,0.0,2018.0,5.0,13.0,19.0,1000.7
1771.0,2018-05-13 20:00:00,19.666666666666668,0.0,10.0,75.0,2.4,301.0,2.0,0.0,2018.0,5.0,13.0,20.0,1001.5
1772.0,2018-05-13 21:00:00,17.0,0.0,10.0,80.0,2.2,294.0,2.0,0.0,2018.0,5.0,13.0,21.0,1002.2
1773.0,2018-05-13 22:00:00,15.333333333333334,0.0,10.0,83.33333333333333,1.9666666666666668,284.6666666666667,2.0,0.0,2018.0,5.0,13.0,22.0,1002.9
1774.0,2018-05-13 23:00:00,13.666666666666666,0.0,10.0,86.66666666666667,1.7333333333333334,275.3333333333333,2.0,0.0,2018.0,5.0,13.0,23.0,1003.4
1775.0,2018-05-14 00:00:00,12.0,0.0,10.0,90.0,1.5,266.0,2.0,0.0,2018.0,5.0,14.0,0.0,1003.6
1776.0,2018-05-14 01:00:00,11.666666666666666,0.0,10.0,88.33333333333333,1.3,249.33333333333331,2.0,0.0,2018.0,5.0,14.0,1.0,1003.2
1777.0,2018-05-14 02:00:00,11.333333333333334,0.0,10.0,86.66666666666667,1.1,232.66666666666663,2.0,0.0,2018.0,5.0,14.0,2.0,1003.2
1778.0,2018-05-14 03:00:00,11.0,0.0,10.0,85.0,0.9,216.0,2.0,0.0,2018.0,5.0,14.0,3.0,1003.2
1779.0,2018-05-14 04:00:00,10.666666666666666,0.0,6.666666666666666,86.66666666666667,0.6666666666666667,183.0,1.6666666666666667,0.0,2018.0,5.0,14.0,4.0,1003.4
1780.0,2018-05-14 05:00:00,10.333333333333334,0.0,3.333333333333333,88.33333333333333,0.4333333333333334,150.0,1.3333333333333337,0.0,2018.0,5.0,14.0,5.0,1003.4
1781.0,2018-05-14 06:00:00,10.0,0.0,0.0,90.0,0.2,117.0,1.0,0.0,2018.0,5.0,14.0,6.0,1003.7
1782.0,2018-05-14 07:00:00,13.0,0.0,0.0,85.0,0.4,184.66666666666669,1.0,0.0,2018.0,5.0,14.0,7.0,1004.5
1783.0,2018-05-14 08:00:00,16.0,0.0,0.0,80.0,0.6000000000000001,252.33333333333331,1.0,0.0,2018.0,5.0,14.0,8.0,1004.8
1784.0,2018-05-14 09:00:00,19.0,0.0,0.0,75.0,0.8,320.0,1.0,0.0,2018.0,5.0,14.0,9.0,1005.1
1785.0,2018-05-14 10:00:00,21.666666666666668,0.0,0.0,68.33333333333333,1.0333333333333334,319.3333333333333,1.0,0.0,2018.0,5.0,14.0,10.0,1004.9
1786.0,2018-05-14 11:00:00,24.33333333333333,0.0,0.0,61.66666666666666,1.2666666666666666,318.6666666666667,1.0,0.0,2018.0,5.0,14.0,11.0,1004.8
1787.0,2018-05-14 12:00:00,27.0,0.0,0.0,55.0,1.5,318.0,1.0,0.0,2018.0,5.0,14.0,12.0,1004.4
1788.0,2018-05-14 13:00:00,28.0,0.0,0.0,53.333333333333336,1.6,304.0,1.0,0.0,2018.0,5.0,14.0,13.0,1003.7
1789.0,2018-05-14 14:00:00,29.0,0.0,0.0,51.66666666666666,1.7,290.0,1.0,0.0,2018.0,5.0,14.0,14.0,1003.1
1790.0,2018-05-14 15:00:00,30.0,0.0,0.0,50.0,1.8,276.0,1.0,0.0,2018.0,5.0,14.0,15.0,1002.7
1791.0,2018-05-14 16:00:00,29.0,0.0,0.0,53.333333333333336,2.3,275.0,1.0,0.0,2018.0,5.0,14.0,16.0,1002.1
1792.0,2018-05-14 17:00:00,28.0,0.0,0.0,56.66666666666666,2.8,274.0,1.0,0.0,2018.0,5.0,14.0,17.0,1002.0
1793.0,2018-05-14 18:00:00,27.0,0.0,0.0,60.0,3.3,273.0,1.0,0.0,2018.0,5.0,14.0,18.0,1001.8
1794.0,2018-05-14 19:00:00,24.33333333333333,0.0,0.0,66.66666666666667,2.6333333333333333,228.0,1.0,0.0,2018.0,5.0,14.0,19.0,1001.9
1795.0,2018-05-14 20:00:00,21.666666666666668,0.0,0.0,73.33333333333333,1.9666666666666663,183.0,1.0,0.0,2018.0,5.0,14.0,20.0,1002.5
1796.0,2018-05-14 21:00:00,19.0,0.0,0.0,80.0,1.3,138.0,1.0,0.0,2018.0,5.0,14.0,21.0,1003.1
1797.0,2018-05-14 22:00:00,17.666666666666668,0.0,0.0,80.0,1.2333333333333334,125.33333333333331,1.0,0.0,2018.0,5.0,14.0,22.0,1003.5
1798.0,2018-05-14 23:00:00,16.333333333333332,0.0,0.0,80.0,1.1666666666666667,112.66666666666669,1.0,0.0,2018.0,5.0,14.0,23.0,1003.2
1799.0,2018-05-15 00:00:00,15.0,0.0,0.0,80.0,1.1,100.0,1.0,0.0,2018.0,5.0,15.0,0.0,1003.3
1800.0,2018-05-15 01:00:00,14.333333333333334,0.0,0.0,80.0,1.0666666666666669,106.33333333333331,1.0,0.0,2018.0,5.0,15.0,1.0,1003.3
1801.0,2018-05-15 02:00:00,13.666666666666666,0.0,0.0,80.0,1.0333333333333334,112.66666666666669,1.0,0.0,2018.0,5.0,15.0,2.0,1003.0
1802.0,2018-05-15 03:00:00,13.0,0.0,0.0,80.0,1.0,119.0,1.0,0.0,2018.0,5.0,15.0,3.0,1002.7
1803.0,2018-05-15 04:00:00,12.333333333333334,0.0,0.0,80.0,0.9666666666666668,115.33333333333331,1.0,0.0,2018.0,5.0,15.0,4.0,1002.9
1804.0,2018-05-15 05:00:00,11.666666666666666,0.0,0.0,80.0,0.9333333333333332,111.66666666666669,1.0,0.0,2018.0,5.0,15.0,5.0,1003.0
1805.0,2018-05-15 06:00:00,11.0,0.0,0.0,80.0,0.9,108.0,1.0,0.0,2018.0,5.0,15.0,6.0,1003.1
1806.0,2018-05-15 07:00:00,14.666666666666666,0.0,3.333333333333333,76.66666666666667,0.9,97.66666666666669,1.3333333333333333,0.0,2018.0,5.0,15.0,7.0,1003.4
1807.0,2018-05-15 08:00:00,18.33333333333333,0.0,6.666666666666667,73.33333333333333,0.9,87.33333333333333,1.6666666666666663,0.0,2018.0,5.0,15.0,8.0,1004.0
1808.0,2018-05-15 09:00:00,22.0,0.0,10.0,70.0,0.9,77.0,2.0,0.0,2018.0,5.0,15.0,9.0,1004.1
1809.0,2018-05-15 10:00:00,24.33333333333333,0.0,10.0,70.0,0.9333333333333332,111.33333333333334,2.0,0.0,2018.0,5.0,15.0,10.0,1004.1
1810.0,2018-05-15 11:00:00,26.666666666666668,0.0,10.0,70.0,0.9666666666666668,145.66666666666669,2.0,0.0,2018.0,5.0,15.0,11.0,1003.8
1811.0,2018-05-15 12:00:00,29.0,0.0,10.0,70.0,1.0,180.0,2.0,0.0,2018.0,5.0,15.0,12.0,1003.3
1812.0,2018-05-15 13:00:00,29.0,0.0,10.0,68.33333333333333,1.5333333333333332,174.0,2.0,0.0,2018.0,5.0,15.0,13.0,1002.5
1813.0,2018-05-15 14:00:00,29.0,0.0,10.0,66.66666666666667,2.0666666666666664,168.0,2.0,0.0,2018.0,5.0,15.0,14.0,1002.0
